,subj,condition,yvalue,decision-maker-ID,colour
170,resnet50_linf_eps4,180,0.625,resnet50_linf_eps4,
171,resnet50_linf_eps4,270,0.50625,resnet50_linf_eps4,
172,resnet50_linf_eps8,0,0.81875,resnet50_linf_eps8,
173,resnet50_linf_eps8,90,0.45,resnet50_linf_eps8,
174,resnet50_linf_eps8,180,0.540625,resnet50_linf_eps8,
175,resnet50_linf_eps8,270,0.403125,resnet50_linf_eps8,
176,wide_resnet50_2_linf_eps0_5,0,0.965625,wide_resnet50_2_linf_eps0_5,
177,wide_resnet50_2_linf_eps0_5,90,0.621875,wide_resnet50_2_linf_eps0_5,
178,wide_resnet50_2_linf_eps0_5,180,0.709375,wide_resnet50_2_linf_eps0_5,
179,wide_resnet50_2_linf_eps0_5,270,0.646875,wide_resnet50_2_linf_eps0_5,
180,wide_resnet50_2_linf_eps1,0,0.9625,wide_resnet50_2_linf_eps1,
181,wide_resnet50_2_linf_eps1,90,0.653125,wide_resnet50_2_linf_eps1,
182,wide_resnet50_2_linf_eps1,180,0.684375,wide_resnet50_2_linf_eps1,
183,wide_resnet50_2_linf_eps1,270,0.584375,wide_resnet50_2_linf_eps1,
184,wide_resnet50_2_linf_eps2,0,0.953125,wide_resnet50_2_linf_eps2,
185,wide_resnet50_2_linf_eps2,90,0.58125,wide_resnet50_2_linf_eps2,
186,wide_resnet50_2_linf_eps2,180,0.64375,wide_resnet50_2_linf_eps2,
187,wide_resnet50_2_linf_eps2,270,0.5875,wide_resnet50_2_linf_eps2,
188,wide_resnet50_2_linf_eps4,0,0.928125,wide_resnet50_2_linf_eps4,
189,wide_resnet50_2_linf_eps4,90,0.546875,wide_resnet50_2_linf_eps4,
190,wide_resnet50_2_linf_eps4,180,0.628125,wide_resnet50_2_linf_eps4,
191,wide_resnet50_2_linf_eps4,270,0.515625,wide_resnet50_2_linf_eps4,
192,wide_resnet50_2_linf_eps8,0,0.8625,wide_resnet50_2_linf_eps8,
193,wide_resnet50_2_linf_eps8,90,0.46875,wide_resnet50_2_linf_eps8,
194,wide_resnet50_2_linf_eps8,180,0.590625,wide_resnet50_2_linf_eps8,
195,wide_resnet50_2_linf_eps8,270,0.48125,wide_resnet50_2_linf_eps8,
196,humans,0,0.890625,subject-01_subject-02_subject-03_subject-04,
197,humans,90,0.84140625,subject-01_subject-02_subject-03_subject-04,
198,humans,180,0.80234375,subject-01_subject-02_subject-03_subject-04,
199,humans,270,0.84609375,subject-01_subject-02_subject-03_subject-04,
